date,route,day_of_week,month,price,promo_flag,bookings,revenue
2025-07-29,DXB-BOM,1,7,140.45,0,1182,166011.74
2025-07-30,DXB-BOM,2,7,140.04,0,1255,175746.68
2025-07-31,DXB-BOM,3,7,139.89,0,1381,193193.53
2025-08-01,DXB-BOM,4,8,144.56,0,1285,185758.16
2025-08-02,DXB-BOM,5,8,144.19,0,1391,200569.06
2025-08-03,DXB-BOM,6,8,144.98,0,1238,179480.45
2025-08-04,DXB-BOM,0,8,144.02,0,1092,157274.12
2025-08-05,DXB-BOM,1,8,144.49,0,1110,160383.96
2025-08-06,DXB-BOM,2,8,144.16,0,976,140697.65
2025-08-07,DXB-BOM,3,8,143.57,0,1271,182474.71
2025-08-08,DXB-BOM,4,8,146.32,0,1292,189050.33
2025-08-09,DXB-BOM,5,8,148.12,0,1271,188258.76
2025-08-10,DXB-BOM,6,8,127.23,1,1467,186648.21
2025-08-11,DXB-BOM,0,8,144.93,0,1047,151741.53
2025-08-12,DXB-BOM,1,8,144.42,0,816,117848.08
2025-08-13,DXB-BOM,2,8,148.51,0,988,146728.86
2025-08-14,DXB-BOM,3,8,148.2,0,1092,161835.73
2025-08-15,DXB-BOM,4,8,149.89,0,1273,190814.66
2025-08-16,DXB-BOM,5,8,152.1,0,1189,180841.74
2025-08-17,DXB-BOM,6,8,152.46,0,1072,163442.04
2025-08-18,DXB-BOM,0,8,151.24,0,1051,158957.19
2025-08-19,DXB-BOM,1,8,147.63,0,1039,153391.83
2025-08-20,DXB-BOM,2,8,112.25,1,1762,197786.81
2025-08-21,DXB-BOM,3,8,147.53,0,1104,162872.1
2025-08-22,DXB-BOM,4,8,147.84,0,1279,189088.43
2025-08-23,DXB-BOM,5,8,146.02,0,1299,189673.55
2025-08-24,DXB-BOM,6,8,145.67,0,1141,166206.65
2025-08-25,DXB-BOM,0,8,145.77,0,1032,150434.48
2025-08-26,DXB-BOM,1,8,146.23,0,942,137744.76
2025-08-27,DXB-BOM,2,8,144.61,0,1132,163696.41
2025-08-28,DXB-BOM,3,8,146.46,0,1120,164034.53
2025-08-29,DXB-BOM,4,8,145.62,0,1294,188434.01
2025-08-30,DXB-BOM,5,8,123.09,1,1912,235345.84
2025-08-31,DXB-BOM,6,8,143.06,0,1243,177829.52
2025-09-01,DXB-BOM,0,9,143.18,0,935,133871.18
2025-09-02,DXB-BOM,1,9,143.48,0,1020,146351.0
2025-09-03,DXB-BOM,2,9,145.59,0,1060,154324.01
2025-09-04,DXB-BOM,3,9,145.3,0,1188,172615.79
2025-09-05,DXB-BOM,4,9,145.19,0,1152,167255.28
2025-09-06,DXB-BOM,5,9,143.6,0,1259,180792.73
2025-09-07,DXB-BOM,6,9,144.9,0,1193,172866.42
2025-09-08,DXB-BOM,0,9,145.25,0,936,135952.04
2025-09-09,DXB-BOM,1,9,144.69,0,947,137021.47
2025-09-10,DXB-BOM,2,9,141.91,0,1139,161631.54
2025-09-11,DXB-BOM,3,9,144.15,0,1125,162166.46
2025-09-12,DXB-BOM,4,9,142.38,0,1206,171713.4
2025-09-13,DXB-BOM,5,9,141.57,0,1258,178098.98
2025-09-14,DXB-BOM,6,9,142.19,0,1174,166930.33
2025-09-15,DXB-BOM,0,9,140.47,0,947,133029.44
2025-09-16,DXB-BOM,1,9,138.32,0,1018,140805.36
2025-09-17,DXB-BOM,2,9,135.21,0,1146,154953.4
2025-09-18,DXB-BOM,3,9,136.38,0,1330,181382.47
2025-09-19,DXB-BOM,4,9,135.65,0,1417,192209.27
2025-09-20,DXB-BOM,5,9,115.18,1,1825,210211.41
2025-09-21,DXB-BOM,6,9,138.72,0,1277,177143.88
2025-09-22,DXB-BOM,0,9,137.43,0,1043,143334.89
2025-09-23,DXB-BOM,1,9,136.67,0,970,132567.71
2025-09-24,DXB-BOM,2,9,137.12,0,1076,147545.35
2025-09-25,DXB-BOM,3,9,136.51,0,1329,181423.59
2025-09-26,DXB-BOM,4,9,137.52,0,1334,183456.76
2025-09-27,DXB-BOM,5,9,136.15,0,1403,191020.01
2025-09-28,DXB-BOM,6,9,134.18,0,1383,185564.21
2025-09-29,DXB-BOM,0,9,131.58,0,1044,137364.75
2025-09-30,DXB-BOM,1,9,128.34,0,1078,138349.33
2025-10-01,DXB-BOM,2,10,127.66,0,1111,141832.29
2025-10-02,DXB-BOM,3,10,99.34,1,2206,219154.86
2025-10-03,DXB-BOM,4,10,126.47,0,1545,195391.25
2025-10-04,DXB-BOM,5,10,96.09,1,2858,274636.3
2025-10-05,DXB-BOM,6,10,130.38,0,1341,174842.7
2025-10-06,DXB-BOM,0,10,93.97,1,2036,191331.64
2025-10-07,DXB-BOM,1,10,127.4,0,1180,150334.65
2025-10-08,DXB-BOM,2,10,126.66,0,1254,158832.16
2025-10-09,DXB-BOM,3,10,126.0,0,1263,159138.0
2025-10-10,DXB-BOM,4,10,126.0,0,1787,225162.0
2025-10-11,DXB-BOM,5,10,126.0,0,1654,208404.0
2025-10-12,DXB-BOM,6,10,126.0,0,1421,179046.0
2025-10-13,DXB-BOM,0,10,126.0,0,1275,160650.0
2025-10-14,DXB-BOM,1,10,126.0,0,1254,158004.0
2025-10-15,DXB-BOM,2,10,126.0,0,1245,156870.0
2025-10-16,DXB-BOM,3,10,126.0,0,1350,170100.0
2025-10-17,DXB-BOM,4,10,126.0,0,1592,200592.0
2025-10-18,DXB-BOM,5,10,126.0,0,1641,206766.0
2025-10-19,DXB-BOM,6,10,126.0,0,1335,168210.0
2025-10-20,DXB-BOM,0,10,126.0,0,1334,168084.0
2025-10-21,DXB-BOM,1,10,126.0,0,1224,154224.0
2025-10-22,DXB-BOM,2,10,126.0,0,1312,165312.0
2025-10-23,DXB-BOM,3,10,88.65,1,2865,253989.19
2025-10-24,DXB-BOM,4,10,126.0,0,1540,194040.0
2025-10-25,DXB-BOM,5,10,126.0,0,1636,206136.0
2025-10-26,DXB-BOM,6,10,126.0,0,1473,185598.0
2025-10-27,DXB-BOM,0,10,126.0,0,1178,148428.0
2025-10-28,DXB-BOM,1,10,126.0,0,1209,152334.0
2025-10-29,DXB-BOM,2,10,126.0,0,1268,159768.0
2025-10-30,DXB-BOM,3,10,126.0,0,1326,167076.0
2025-10-31,DXB-BOM,4,10,90.61,1,3177,287882.7
2025-11-01,DXB-BOM,5,11,126.0,0,1473,185598.0
2025-11-02,DXB-BOM,6,11,126.0,0,1299,163674.0
2025-11-03,DXB-BOM,0,11,126.0,0,1332,167832.0
2025-11-04,DXB-BOM,1,11,126.0,0,1260,158760.0
2025-11-05,DXB-BOM,2,11,91.29,1,2116,193178.26
2025-11-06,DXB-BOM,3,11,126.0,0,1463,184338.0
2025-11-07,DXB-BOM,4,11,126.0,0,1683,212058.0
2025-11-08,DXB-BOM,5,11,126.0,0,1612,203112.0
2025-11-09,DXB-BOM,6,11,126.0,0,1635,206010.0
2025-11-10,DXB-BOM,0,11,126.0,0,1113,140238.0
2025-11-11,DXB-BOM,1,11,126.0,0,1266,159516.0
2025-11-12,DXB-BOM,2,11,126.0,0,1360,171360.0
2025-11-13,DXB-BOM,3,11,126.0,0,1498,188748.0
2025-11-14,DXB-BOM,4,11,126.0,0,1541,194166.0
2025-11-15,DXB-BOM,5,11,126.0,0,1602,201852.0
2025-11-16,DXB-BOM,6,11,126.0,0,1468,184968.0
2025-11-17,DXB-BOM,0,11,126.0,0,1317,165942.0
2025-11-18,DXB-BOM,1,11,126.0,0,1276,160776.0
2025-11-19,DXB-BOM,2,11,126.0,0,1370,172620.0
2025-11-20,DXB-BOM,3,11,126.0,0,1356,170856.0
2025-11-21,DXB-BOM,4,11,126.0,0,1566,197316.0
2025-11-22,DXB-BOM,5,11,126.0,0,1569,197694.0
2025-11-23,DXB-BOM,6,11,126.0,0,1427,179802.0
2025-11-24,DXB-BOM,0,11,126.0,0,1364,171864.0
2025-11-25,DXB-BOM,1,11,126.0,0,1271,160146.0
2025-11-26,DXB-BOM,2,11,126.0,0,1533,193158.0
2025-11-27,DXB-BOM,3,11,126.0,0,1506,189756.0
2025-11-28,DXB-BOM,4,11,126.0,0,1646,207396.0
2025-11-29,DXB-BOM,5,11,126.0,0,1732,218232.0
2025-11-30,DXB-BOM,6,11,126.0,0,1457,183582.0
2025-12-01,DXB-BOM,0,12,126.0,0,1331,167706.0
2025-12-02,DXB-BOM,1,12,126.0,0,1405,177030.0
2025-12-03,DXB-BOM,2,12,126.0,0,1393,175518.0
2025-12-04,DXB-BOM,3,12,126.0,0,1482,186732.0
2025-12-05,DXB-BOM,4,12,104.64,1,2264,236912.82
2025-12-06,DXB-BOM,5,12,126.0,0,1754,221004.0
2025-12-07,DXB-BOM,6,12,126.0,0,1595,200970.0
2025-12-08,DXB-BOM,0,12,126.0,0,1502,189252.0
2025-12-09,DXB-BOM,1,12,126.0,0,1269,159894.0
2025-12-10,DXB-BOM,2,12,126.0,0,1423,179298.0
2025-12-11,DXB-BOM,3,12,126.0,0,1644,207144.0
2025-12-12,DXB-BOM,4,12,126.0,0,1598,201348.0
2025-12-13,DXB-BOM,5,12,126.0,0,1789,225414.0
2025-12-14,DXB-BOM,6,12,126.0,0,1589,200214.0
2025-12-15,DXB-BOM,0,12,96.42,1,2247,216661.89
2025-12-16,DXB-BOM,1,12,126.0,0,1448,182448.0
2025-12-17,DXB-BOM,2,12,126.0,0,1486,187236.0
2025-12-18,DXB-BOM,3,12,126.0,0,1624,204624.0
2025-12-19,DXB-BOM,4,12,126.0,0,1891,238266.0
2025-12-20,DXB-BOM,5,12,126.0,0,2126,267876.0
2025-12-21,DXB-BOM,6,12,126.0,0,1853,233478.0
2025-12-22,DXB-BOM,0,12,126.0,0,1307,164682.0
2025-12-23,DXB-BOM,1,12,126.0,0,1495,188370.0
2025-12-24,DXB-BOM,2,12,126.0,0,1491,187866.0
2025-12-25,DXB-BOM,3,12,126.0,0,1696,213696.0
2025-12-26,DXB-BOM,4,12,100.07,1,2712,271393.74
2025-12-27,DXB-BOM,5,12,126.0,0,1923,242298.0
2025-12-28,DXB-BOM,6,12,99.2,1,2583,256237.21
2025-12-29,DXB-BOM,0,12,126.0,0,1402,176652.0
2025-12-30,DXB-BOM,1,12,126.0,0,1338,168588.0
2024-01-01,DXB-JFK,0,1,979.06,0,252,246724.0
2024-01-02,DXB-JFK,1,1,979.6,0,234,229227.18
2024-01-03,DXB-JFK,2,1,979.51,0,250,244878.21
2024-01-04,DXB-JFK,3,1,977.02,0,258,252071.41
2024-01-05,DXB-JFK,4,1,979.18,0,289,282983.85
2024-01-06,DXB-JFK,5,1,981.91,0,303,297519.12
2024-01-07,DXB-JFK,6,1,983.7,0,287,282323.16
2024-01-08,DXB-JFK,0,1,982.81,0,263,258479.9
2024-01-09,DXB-JFK,1,1,779.91,1,268,209015.13
2024-01-10,DXB-JFK,2,1,984.13,0,260,255874.06
2024-01-11,DXB-JFK,3,1,695.9,1,313,217816.1
2024-01-12,DXB-JFK,4,1,987.66,0,277,273581.64
2024-01-13,DXB-JFK,5,1,987.37,0,293,289299.7
2024-01-14,DXB-JFK,6,1,988.31,0,250,247076.56
2024-01-15,DXB-JFK,0,1,989.8,0,216,213797.59
2024-01-16,DXB-JFK,1,1,992.8,0,238,236285.94
2024-01-17,DXB-JFK,2,1,994.66,0,240,238719.53
2024-01-18,DXB-JFK,3,1,996.66,0,277,276074.06
2024-01-19,DXB-JFK,4,1,997.59,0,309,308255.61
2024-01-20,DXB-JFK,5,1,1000.51,0,314,314161.29
2024-01-21,DXB-JFK,6,1,1001.93,0,280,280541.58
2024-01-22,DXB-JFK,0,1,1001.45,0,236,236341.57
2024-01-23,DXB-JFK,1,1,1004.36,0,215,215936.54
2024-01-24,DXB-JFK,2,1,1006.21,0,256,257588.53
2024-01-25,DXB-JFK,3,1,1006.34,0,260,261648.84
2024-01-26,DXB-JFK,4,1,841.75,1,321,270201.0
2024-01-27,DXB-JFK,5,1,1007.67,0,304,306330.25
2024-01-28,DXB-JFK,6,1,1009.16,0,254,256325.86
2024-01-29,DXB-JFK,0,1,1010.25,0,230,232357.08
2024-01-30,DXB-JFK,1,1,1011.51,0,235,237704.59
2024-01-31,DXB-JFK,2,1,1014.85,0,245,248638.48
2024-02-01,DXB-JFK,3,2,1017.25,0,253,257363.91
2024-02-02,DXB-JFK,4,2,1018.32,0,284,289203.82
2024-02-03,DXB-JFK,5,2,1020.52,0,325,331669.7
2024-02-04,DXB-JFK,6,2,1019.76,0,275,280433.57
2024-02-05,DXB-JFK,0,2,1021.14,0,263,268559.42
2024-02-06,DXB-JFK,1,2,1024.63,0,244,250010.6
2024-02-07,DXB-JFK,2,2,1025.09,0,255,261396.86
2024-02-08,DXB-JFK,3,2,1024.59,0,244,250000.3
2024-02-09,DXB-JFK,4,2,1024.39,0,305,312438.41
2024-02-10,DXB-JFK,5,2,1023.53,0,304,311152.09
2024-02-11,DXB-JFK,6,2,839.97,1,302,253670.81
2024-02-12,DXB-JFK,0,2,1023.33,0,236,241506.5
2024-02-13,DXB-JFK,1,2,1021.99,0,242,247321.64
2024-02-14,DXB-JFK,2,2,1022.78,0,247,252625.98
2024-02-15,DXB-JFK,3,2,1024.89,0,253,259297.63
2024-02-16,DXB-JFK,4,2,1024.29,0,306,313432.39
2024-02-17,DXB-JFK,5,2,1027.32,0,293,301005.9
2024-02-18,DXB-JFK,6,2,1028.84,0,270,277787.77
2024-02-19,DXB-JFK,0,2,1031.14,0,229,236131.14
2024-02-20,DXB-JFK,1,2,1030.9,0,225,231952.89
2024-02-21,DXB-JFK,2,2,1032.93,0,249,257199.31
2024-02-22,DXB-JFK,3,2,1032.03,0,249,256976.38
2024-02-23,DXB-JFK,4,2,1034.11,0,325,336085.35
2024-02-24,DXB-JFK,5,2,1035.1,0,270,279477.91
2024-02-25,DXB-JFK,6,2,1036.67,0,256,265386.78
2024-02-26,DXB-JFK,0,2,1035.63,0,238,246481.03
2024-02-27,DXB-JFK,1,2,792.45,1,292,231396.69
2024-02-28,DXB-JFK,2,2,1036.64,0,236,244647.11
2024-02-29,DXB-JFK,3,2,1035.94,0,265,274523.92
2024-03-01,DXB-JFK,4,3,1037.35,0,298,309131.03
2024-03-02,DXB-JFK,5,3,1036.02,0,300,310805.04
2024-03-03,DXB-JFK,6,3,1038.0,0,288,298944.23
2024-03-04,DXB-JFK,0,3,1036.86,0,245,254030.79
2024-03-05,DXB-JFK,1,3,1038.39,0,240,249214.51
2024-03-06,DXB-JFK,2,3,833.72,1,267,222603.47
2024-03-07,DXB-JFK,3,3,1039.69,0,264,274477.26
2024-03-08,DXB-JFK,4,3,1041.25,0,285,296757.41
2024-03-09,DXB-JFK,5,3,1042.34,0,285,297065.64
2024-03-10,DXB-JFK,6,3,1042.21,0,271,282440.13
2024-03-11,DXB-JFK,0,3,1041.39,0,225,234311.66
2024-03-12,DXB-JFK,1,3,1039.12,0,237,246271.66
2024-03-13,DXB-JFK,2,3,1040.32,0,223,231991.66
2024-03-14,DXB-JFK,3,3,1038.65,0,294,305362.0
2024-03-15,DXB-JFK,4,3,1039.46,0,276,286890.26
2024-03-16,DXB-JFK,5,3,1039.73,0,309,321275.51
2024-03-17,DXB-JFK,6,3,1041.41,0,279,290552.15
2024-03-18,DXB-JFK,0,3,1041.61,0,225,234361.97
2024-03-19,DXB-JFK,1,3,1041.77,0,240,250024.03
2024-03-20,DXB-JFK,2,3,1043.51,0,221,230616.3
2024-03-21,DXB-JFK,3,3,1044.66,0,289,301906.49
2024-03-22,DXB-JFK,4,3,1045.77,0,292,305365.74
2024-03-23,DXB-JFK,5,3,1047.11,0,293,306803.94
2024-03-24,DXB-JFK,6,3,1045.44,0,262,273905.33
2024-03-25,DXB-JFK,0,3,1047.2,0,244,255517.34
2024-03-26,DXB-JFK,1,3,1048.74,0,220,230723.53
2024-03-27,DXB-JFK,2,3,1047.84,0,228,238906.67
2024-03-28,DXB-JFK,3,3,1048.08,0,263,275646.01
2024-03-29,DXB-JFK,4,3,1048.63,0,271,284179.74
2024-03-30,DXB-JFK,5,3,1049.04,0,338,354574.32
2024-03-31,DXB-JFK,6,3,1050.14,0,257,269885.24
2024-04-01,DXB-JFK,0,4,826.34,1,297,245424.09
2024-04-02,DXB-JFK,1,4,1055.09,0,231,243726.38
2024-04-03,DXB-JFK,2,4,1053.71,0,224,236031.05
2024-04-04,DXB-JFK,3,4,1055.22,0,266,280689.64
2024-04-05,DXB-JFK,4,4,1057.79,0,305,322627.13
2024-04-06,DXB-JFK,5,4,1058.95,0,300,317683.65
2024-04-07,DXB-JFK,6,4,1061.15,0,284,301366.17
2024-04-08,DXB-JFK,0,4,1064.73,0,246,261923.21
2024-04-09,DXB-JFK,1,4,1066.82,0,239,254970.15
2024-04-10,DXB-JFK,2,4,855.49,1,275,235259.77
2024-04-11,DXB-JFK,3,4,1069.86,0,248,265325.42
2024-04-12,DXB-JFK,4,4,1070.62,0,279,298702.82
2024-04-13,DXB-JFK,5,4,1071.19,0,306,327784.67
2024-04-14,DXB-JFK,6,4,1071.2,0,274,293507.67
2024-04-15,DXB-JFK,0,4,1074.07,0,202,216961.55
2024-04-16,DXB-JFK,1,4,1073.36,0,227,243652.79
2024-04-17,DXB-JFK,2,4,1076.17,0,240,258281.87
2024-04-18,DXB-JFK,3,4,1077.43,0,261,281210.42
2024-04-19,DXB-JFK,4,4,939.63,1,350,328870.57
2024-04-20,DXB-JFK,5,4,1076.89,0,312,335990.2
2024-04-21,DXB-JFK,6,4,1074.24,0,288,309379.92
2024-04-22,DXB-JFK,0,4,1075.66,0,231,248478.12
2024-04-23,DXB-JFK,1,4,1077.47,0,242,260748.71
2024-04-24,DXB-JFK,2,4,1077.06,0,263,283267.64
2024-04-25,DXB-JFK,3,4,804.71,1,365,293720.33
2024-04-26,DXB-JFK,4,4,1081.12,0,274,296226.55
2024-04-27,DXB-JFK,5,4,1080.82,0,302,326408.03
2024-04-28,DXB-JFK,6,4,1079.69,0,263,283958.05
2024-04-29,DXB-JFK,0,4,1082.36,0,243,263013.65
2024-04-30,DXB-JFK,1,4,1085.75,0,240,260579.68
2024-05-01,DXB-JFK,2,5,1086.19,0,229,248738.11
2024-05-02,DXB-JFK,3,5,1088.14,0,271,294886.59
2024-05-03,DXB-JFK,4,5,1090.58,0,259,282460.6
2024-05-04,DXB-JFK,5,5,1089.89,0,336,366202.62
2024-05-05,DXB-JFK,6,5,1089.58,0,263,286558.48
2024-05-06,DXB-JFK,0,5,1091.83,0,238,259855.92
2024-05-07,DXB-JFK,1,5,1094.76,0,228,249605.85
2024-05-08,DXB-JFK,2,5,1096.0,0,260,284961.11
2024-05-09,DXB-JFK,3,5,1095.08,0,226,247487.19
2024-05-10,DXB-JFK,4,5,1098.44,0,298,327335.77
2024-05-11,DXB-JFK,5,5,1098.03,0,311,341485.84
2024-05-12,DXB-JFK,6,5,1097.9,0,267,293138.22
2024-05-13,DXB-JFK,0,5,1098.78,0,266,292274.65
2024-05-14,DXB-JFK,1,5,962.06,1,249,239553.98
2024-05-15,DXB-JFK,2,5,1103.11,0,258,284601.24
2024-05-16,DXB-JFK,3,5,1104.08,0,282,311349.7
2024-05-17,DXB-JFK,4,5,1105.11,0,326,360267.41
2024-05-18,DXB-JFK,5,5,1105.52,0,305,337182.6
2024-05-19,DXB-JFK,6,5,1106.68,0,266,294378.06
2024-05-20,DXB-JFK,0,5,1103.21,0,262,289042.16
2024-05-21,DXB-JFK,1,5,1103.09,0,247,272462.59
2024-05-22,DXB-JFK,2,5,1103.76,0,229,252761.3
2024-05-23,DXB-JFK,3,5,1102.34,0,274,302041.17
2024-05-24,DXB-JFK,4,5,1103.22,0,318,350823.51
2024-05-25,DXB-JFK,5,5,1103.2,0,342,377295.99
2024-05-26,DXB-JFK,6,5,859.72,1,335,288006.33
2024-05-27,DXB-JFK,0,5,1108.76,0,207,229514.1
2024-05-28,DXB-JFK,1,5,1108.34,0,254,281518.02
2024-05-29,DXB-JFK,2,5,1108.38,0,239,264902.72
2024-05-30,DXB-JFK,3,5,1108.53,0,254,281566.47
2024-05-31,DXB-JFK,4,5,1108.11,0,264,292540.04
2024-06-01,DXB-JFK,5,6,1108.65,0,349,386917.64
2024-06-02,DXB-JFK,6,6,1107.75,0,295,326786.38
2024-06-03,DXB-JFK,0,6,780.36,1,336,262201.52
2024-06-04,DXB-JFK,1,6,802.11,1,354,283948.02
2024-06-05,DXB-JFK,2,6,1108.62,0,275,304869.86
2024-06-06,DXB-JFK,3,6,1107.63,0,326,361086.2
2024-06-07,DXB-JFK,4,6,1109.18,0,299,331644.23
2024-06-08,DXB-JFK,5,6,1108.43,0,341,377975.54
2024-06-09,DXB-JFK,6,6,1109.01,0,271,300541.12
2024-06-10,DXB-JFK,0,6,880.83,1,312,274819.51
2024-06-11,DXB-JFK,1,6,1110.56,0,254,282081.96
2024-06-12,DXB-JFK,2,6,921.65,1,326,300457.05
2024-06-13,DXB-JFK,3,6,1110.81,0,304,337686.48
2024-06-14,DXB-JFK,4,6,1110.68,0,346,384294.69
2024-06-15,DXB-JFK,5,6,1110.53,0,364,404231.12
2024-06-16,DXB-JFK,6,6,879.42,1,417,366716.81
2024-06-17,DXB-JFK,0,6,1109.43,0,264,292889.8
2024-06-18,DXB-JFK,1,6,1107.24,0,250,276810.89
2024-06-19,DXB-JFK,2,6,1106.64,0,281,310964.6
2024-06-20,DXB-JFK,3,6,923.84,1,342,315952.16
2024-06-21,DXB-JFK,4,6,1106.06,0,372,411454.8
2024-06-22,DXB-JFK,5,6,1105.81,0,351,388138.46
2024-06-23,DXB-JFK,6,6,1105.82,0,303,335062.46
2024-06-24,DXB-JFK,0,6,1106.63,0,267,295470.45
2024-06-25,DXB-JFK,1,6,1108.03,0,281,311356.7
2024-06-26,DXB-JFK,2,6,1107.14,0,279,308891.45
2024-06-27,DXB-JFK,3,6,1105.41,0,304,336043.95
2024-06-28,DXB-JFK,4,6,1103.91,0,382,421694.61
2024-06-29,DXB-JFK,5,6,1103.24,0,344,379515.58
2024-06-30,DXB-JFK,6,6,1102.77,0,319,351783.46
2024-07-01,DXB-JFK,0,7,1101.66,0,290,319481.99
2024-07-02,DXB-JFK,1,7,1099.76,0,247,271640.39
2024-07-03,DXB-JFK,2,7,853.33,1,361,308050.72
2024-07-04,DXB-JFK,3,7,942.52,1,339,319514.78
2024-07-05,DXB-JFK,4,7,1100.32,0,368,404918.02
2024-07-06,DXB-JFK,5,7,1099.5,0,345,379326.87
2024-07-07,DXB-JFK,6,7,1098.89,0,334,367027.74
2024-07-08,DXB-JFK,0,7,1097.5,0,300,329248.61
2024-07-09,DXB-JFK,1,7,1097.44,0,290,318258.0
2024-07-10,DXB-JFK,2,7,787.19,1,381,299918.45
2024-07-11,DXB-JFK,3,7,1096.99,0,317,347747.2
2024-07-12,DXB-JFK,4,7,1094.29,0,341,373152.3
2024-07-13,DXB-JFK,5,7,1093.71,0,401,438579.63
2024-07-14,DXB-JFK,6,7,1094.13,0,308,336990.69
2024-07-15,DXB-JFK,0,7,1094.35,0,264,288909.38
2024-07-16,DXB-JFK,1,7,1098.34,0,286,314124.91
2024-07-17,DXB-JFK,2,7,1098.8,0,273,299973.03
2024-07-18,DXB-JFK,3,7,1097.23,0,302,331362.92
2024-07-19,DXB-JFK,4,7,1097.01,0,320,351043.28
2024-07-20,DXB-JFK,5,7,1094.26,0,355,388463.83
2024-07-21,DXB-JFK,6,7,1094.06,0,318,347909.51
2024-07-22,DXB-JFK,0,7,1092.71,0,284,310329.75
2024-07-23,DXB-JFK,1,7,1093.98,0,289,316160.69
2024-07-24,DXB-JFK,2,7,1093.05,0,294,321356.33
2024-07-25,DXB-JFK,3,7,1092.76,0,314,343126.09
2024-07-26,DXB-JFK,4,7,1091.68,0,343,374447.21
2024-07-27,DXB-JFK,5,7,933.72,1,423,394964.65
2024-07-28,DXB-JFK,6,7,1093.54,0,339,370711.74
2024-07-29,DXB-JFK,0,7,1096.15,0,277,303633.98
2024-07-30,DXB-JFK,1,7,1097.22,0,261,286375.43
2024-07-31,DXB-JFK,2,7,1097.79,0,263,288719.13
2024-08-01,DXB-JFK,3,8,1098.18,0,284,311883.75
2024-08-02,DXB-JFK,4,8,1098.6,0,353,387807.2
2024-08-03,DXB-JFK,5,8,1095.54,0,367,402062.03
2024-08-04,DXB-JFK,6,8,1094.94,0,320,350379.62
2024-08-05,DXB-JFK,0,8,1096.02,0,268,293732.07
2024-08-06,DXB-JFK,1,8,1095.75,0,286,313383.46
2024-08-07,DXB-JFK,2,8,1093.44,0,267,291947.54
2024-08-08,DXB-JFK,3,8,1093.15,0,324,354180.35
2024-08-09,DXB-JFK,4,8,1095.49,0,333,364798.22
2024-08-10,DXB-JFK,5,8,1097.14,0,334,366444.32
2024-08-11,DXB-JFK,6,8,1096.82,0,313,343303.83
2024-08-12,DXB-JFK,0,8,1098.01,0,271,297560.62
2024-08-13,DXB-JFK,1,8,1097.22,0,263,288568.48
2024-08-14,DXB-JFK,2,8,1094.41,0,270,295492.02
2024-08-15,DXB-JFK,3,8,1092.77,0,299,326739.38
2024-08-16,DXB-JFK,4,8,1094.86,0,374,409476.66
2024-08-17,DXB-JFK,5,8,777.48,1,479,372412.79
2024-08-18,DXB-JFK,6,8,1093.54,0,310,338997.53
2024-08-19,DXB-JFK,0,8,1092.81,0,261,285223.56
2024-08-20,DXB-JFK,1,8,1095.38,0,268,293561.93
2024-08-21,DXB-JFK,2,8,1097.53,0,271,297429.68
2024-08-22,DXB-JFK,3,8,1100.56,0,292,321362.21
2024-08-23,DXB-JFK,4,8,1100.01,0,313,344303.59
2024-08-24,DXB-JFK,5,8,1100.14,0,330,363047.23
2024-08-25,DXB-JFK,6,8,1097.55,0,235,257924.28
2024-08-26,DXB-JFK,0,8,1099.44,0,256,281456.95
2024-08-27,DXB-JFK,1,8,1097.36,0,240,263366.16
2024-08-28,DXB-JFK,2,8,1097.35,0,282,309451.97
2024-08-29,DXB-JFK,3,8,1095.36,0,288,315463.25
2024-08-30,DXB-JFK,4,8,1094.13,0,292,319484.82
2024-08-31,DXB-JFK,5,8,1092.51,0,326,356159.87
2024-09-01,DXB-JFK,6,9,1091.24,0,268,292452.8
2024-09-02,DXB-JFK,0,9,1090.07,0,257,280146.87
2024-09-03,DXB-JFK,1,9,1088.87,0,249,271128.56
2024-09-04,DXB-JFK,2,9,1089.74,0,269,293140.1
2024-09-05,DXB-JFK,3,9,1087.7,0,271,294765.97
2024-09-06,DXB-JFK,4,9,1087.64,0,311,338254.97
2024-09-07,DXB-JFK,5,9,1089.07,0,297,323452.59
2024-09-08,DXB-JFK,6,9,1087.89,0,294,319840.46
2024-09-09,DXB-JFK,0,9,1086.41,0,255,277033.66
2024-09-10,DXB-JFK,1,9,1085.65,0,249,270325.73
2024-09-11,DXB-JFK,2,9,1086.99,0,252,273922.49
2024-09-12,DXB-JFK,3,9,1086.86,0,288,313015.19
2024-09-13,DXB-JFK,4,9,1085.63,0,337,365856.9
2024-09-14,DXB-JFK,5,9,1085.92,0,314,340977.68
2024-09-15,DXB-JFK,6,9,1083.82,0,282,305636.84
2024-09-16,DXB-JFK,0,9,1084.39,0,229,248325.49
2024-09-17,DXB-JFK,1,9,867.61,1,271,235123.22
2024-09-18,DXB-JFK,2,9,1083.63,0,251,271989.95
2024-09-19,DXB-JFK,3,9,1081.9,0,297,321324.5
2024-09-20,DXB-JFK,4,9,1080.1,0,301,325109.6
2024-09-21,DXB-JFK,5,9,1080.42,0,314,339252.73
2024-09-22,DXB-JFK,6,9,1081.78,0,271,293163.15
2024-09-23,DXB-JFK,0,9,1080.34,0,236,254959.78
2024-09-24,DXB-JFK,1,9,1080.53,0,242,261488.59
2024-09-25,DXB-JFK,2,9,1076.9,0,227,244456.57
